"","G","rho","var_entry_day","var_RLS","PopSize","assortative","iter","var_env_entry","var_env_RLS","OMEGA","Nc","meanK","varK","S","Ne","Ne_N","Nm","Nf","sex_ratio","mean_entry_day","sd_entry_day","mean_RLS","sd_RLS","Nb","breeders","sim"
"2884",5,-0.3,20,20,"variable",FALSE,8,20,1,2,294,2.047619,1.895336,301,304.0672,1.034242,149,145,1.027586,11.61905,5.570318,8.751701,5.303381,304.0672,262,"AM"
"2885",6,-0.3,20,20,"variable",FALSE,8,20,1,2,301,1.79402,1.797431,270,299.5677,0.9952416,155,146,1.061644,11.53156,5.776663,8.508306,4.951508,299.5677,250,"AM"
"2886",7,-0.3,20,20,"variable",FALSE,8,20,1,2,270,2.303704,2.256864,311,271.5283,1.005661,129,141,0.9148936,12.51481,5.79496,8.655556,5.062056,271.5283,245,"AM"
"2887",8,-0.3,20,20,"variable",FALSE,8,20,1,2,311,1.787781,2.187076,278,275.4673,0.885747,148,163,0.9079755,12.51125,6.093283,8.752412,5.341842,275.4673,251,"AM"
"2888",9,-0.3,20,20,"variable",FALSE,8,20,1,2,278,1.863309,1.829624,259,279.6398,1.005899,148,130,1.138462,12.69065,5.490851,8.356115,4.867836,279.6398,237,"AM"
"2889",10,-0.3,20,20,"variable",FALSE,8,20,1,2,259,2.301158,2.366316,298,254.9932,0.9845298,128,131,0.9770992,12.64865,5.709718,8.552124,4.947808,254.9932,235,"AM"
"2890",11,-0.3,20,20,"variable",FALSE,8,20,1,2,298,NA,NA,NA,NA,NA,130,168,0.7738095,12.66779,6.021877,8.362416,4.922586,NA,NA,"AM"
"2891",0,-0.3,20,20,"variable",FALSE,80,20,1,2,500,2.58,2.777154,645,484.8637,0.9697275,250,250,1,10.054,4.255738,6.48,4.046523,484.8637,464,"AM"
"2892",1,-0.3,20,20,"variable",FALSE,80,20,1,2,645,1.420155,1.489345,458,622.245,0.9647209,305,340,0.8970588,10.5876,5.132454,7.572093,4.674481,622.245,486,"AM"
"2893",2,-0.3,20,20,"variable",FALSE,80,20,1,2,458,2.082969,1.931832,477,473.5351,1.033919,224,234,0.957265,11.09389,5.616279,8.541485,4.956642,473.5351,402,"AM"
"2894",3,-0.3,20,20,"variable",FALSE,80,20,1,2,477,2.218029,2.191859,529,478.6445,1.003448,237,240,0.9875,11.74843,5.518459,8.410901,5.004087,478.6445,425,"AM"
"2895",4,-0.3,20,20,"variable",FALSE,80,20,1,2,529,1.73913,1.655303,460,542.8966,1.02627,258,271,0.9520295,11.7448,5.428347,8.281664,4.91693,542.8966,442,"AM"
"2896",5,-0.3,20,20,"variable",FALSE,80,20,1,2,460,1.508696,1.36158,347,490.3684,1.066018,227,233,0.9742489,11.5587,5.304541,8.56087,4.998321,490.3684,361,"AM"
"2897",6,-0.3,20,20,"variable",FALSE,80,20,1,2,347,1.971182,2.016508,342,341.9959,0.9855788,181,166,1.090361,11.69452,5.552591,8.74928,5.116896,341.9959,294,"AM"
"2898",7,-0.3,20,20,"variable",FALSE,80,20,1,2,342,1.397661,1.430845,239,334.8803,0.9791821,178,164,1.085366,11.86842,5.436134,9.084795,5.346235,334.8803,256,"AM"
"2899",8,-0.3,20,20,"variable",FALSE,80,20,1,2,239,1.58159,1.53008,189,242.7339,1.015623,118,121,0.9752066,12.16736,5.307085,9.142259,5.133169,242.7339,195,"AM"
"2900",9,-0.3,20,20,"variable",FALSE,80,20,1,2,189,1.84127,1.581054,174,203.5359,1.07691,96,93,1.032258,12.55556,5.650582,8.656085,5.113939,203.5359,165,"AM"
"2901",10,-0.3,20,20,"variable",FALSE,80,20,1,2,174,1.08046,1.218922,94,153.8956,0.8844577,93,81,1.148148,12.89655,5.961407,8.408046,5.274011,153.8956,112,"AM"
"2902",11,-0.3,20,20,"variable",FALSE,80,20,1,2,94,NA,NA,NA,NA,NA,48,46,1.043478,12.93617,5.142713,8.244681,4.918008,NA,NA,"AM"
"2903",0,-0.3,20,20,"variable",FALSE,81,20,1,2,500,2.784,2.774894,696,499.8689,0.9997378,250,250,1,9.888,4.187425,6.64,4.158965,499.8689,466,"AM"
"2904",1,-0.3,20,20,"variable",FALSE,81,20,1,2,696,1.405172,1.257182,489,750.8536,1.078813,352,344,1.023256,10.23132,4.907454,7.775862,4.776898,750.8536,529,"AM"
"2905",2,-0.3,20,20,"variable",FALSE,81,20,1,2,489,1.93047,1.831221,472,501.3149,1.025184,254,235,1.080851,10.58896,5.303181,8.300613,5.097976,501.3149,416,"AM"
"2906",3,-0.3,20,20,"variable",FALSE,81,20,1,2,472,1.733051,1.571899,409,497.5417,1.054114,233,239,0.9748954,10.64831,5.385287,8.875,5.1164,497.5417,399,"AM"
"2907",4,-0.3,20,20,"variable",FALSE,81,20,1,2,409,2.0978,2.117863,429,406.1948,0.9931412,212,197,1.076142,11.10758,5.517634,8.753056,5.03275,406.1948,357,"AM"
"2908",5,-0.3,20,20,"variable",FALSE,81,20,1,2,429,0.8997669,0.9502102,193,401.7453,0.9364691,231,198,1.166667,11.87413,5.804285,8.445221,5.172709,401.7453,249,"AM"
"2909",6,-0.3,20,20,"variable",FALSE,81,20,1,2,193,2.051813,2.049385,198,192.1361,0.9955238,98,95,1.031579,11.92746,5.511817,8.569948,4.914533,192.1361,171,"AM"
"2910",7,-0.3,20,20,"variable",FALSE,81,20,1,2,198,0.9191919,0.8766856,91,206.1977,1.041402,103,95,1.084211,11.78788,5.579645,8.429293,4.971242,206.1977,121,"AM"
"2911",8,-0.3,20,20,"variable",FALSE,81,20,1,2,91,1.846154,1.353846,84,105.0974,1.154917,50,41,1.219512,13.0989,5.291618,7.615385,4.718213,105.0974,82,"AM"
"2912",9,-0.3,20,20,"variable",FALSE,81,20,1,2,84,1.833333,2.742972,77,65.25006,0.7767864,50,34,1.470588,12.63095,5.367865,8.154762,4.681401,65.25006,63,"AM"
"2913",10,-0.3,20,20,"variable",FALSE,81,20,1,2,77,1.896104,2.068011,73,72.47955,0.9412929,35,42,0.8333333,12.50649,5.411059,8.623377,4.62271,72.47955,62,"AM"
"2914",11,-0.3,20,20,"variable",FALSE,81,20,1,2,73,NA,NA,NA,NA,NA,33,40,0.825,11.89041,6.0013,9.465753,5.727813,NA,NA,"AM"
"2915",0,-0.3,20,20,"variable",FALSE,82,20,1,2,500,2.596,2.389563,649,515.0053,1.030011,250,250,1,10.492,4.402807,6.106,3.919885,515.0053,467,"AM"
"2916",1,-0.3,20,20,"variable",FALSE,82,20,1,2,649,2.474576,2.579985,803,637.2228,0.9818533,316,333,0.9489489,10.84438,4.873917,7.180277,4.554185,637.2228,593,"AM"
"2917",2,-0.3,20,20,"variable",FALSE,82,20,1,2,803,2.136986,1.971236,858,832.2716,1.036453,404,399,1.012531,10.96264,5.31887,7.799502,4.798784,832.2716,721,"AM"
"2918",3,-0.3,20,20,"variable",FALSE,82,20,1,2,858,1.009324,0.9894112,433,873.0843,1.017581,454,404,1.123762,11.4697,5.677209,8.054779,4.896886,873.0843,554,"AM"
"2919",4,-0.3,20,20,"variable",FALSE,82,20,1,2,433,1.898383,1.707243,411,456.1391,1.053439,209,224,0.9330357,11.97921,5.710779,8.120092,4.977671,456.1391,370,"AM"
"2920",5,-0.3,20,20,"variable",FALSE,82,20,1,2,411,2.126521,1.949807,437,426.7354,1.038286,207,204,1.014706,12.28954,5.767982,8.20438,5.045363,426.7354,370,"AM"
"2921",6,-0.3,20,20,"variable",FALSE,82,20,1,2,437,2.09611,2.192577,458,426.6778,0.9763794,210,227,0.9251101,12.19222,6.066121,8.183066,4.823812,426.6778,385,"AM"
"2922",7,-0.3,20,20,"variable",FALSE,82,20,1,2,458,1.598253,1.531901,366,468.9294,1.023863,220,238,0.9243697,12.06987,5.867942,8.434498,5.306891,468.9294,372,"AM"
"2923",8,-0.3,20,20,"variable",FALSE,82,20,1,2,366,2.032787,2.152347,372,354.7519,0.9692675,188,178,1.05618,12.03279,5.902775,8.535519,5.179263,354.7519,317,"AM"
"2924",9,-0.3,20,20,"variable",FALSE,82,20,1,2,372,1.05914,1.00997,197,387.078,1.040532,196,176,1.113636,12.36022,5.701877,8.354839,5.040847,387.078,250,"AM"
"2925",10,-0.3,20,20,"variable",FALSE,82,20,1,2,197,1.837563,1.891847,181,192.8119,0.9787407,108,89,1.213483,12.51777,5.865494,8.28934,5.08324,192.8119,168,"AM"
"2926",11,-0.3,20,20,"variable",FALSE,82,20,1,2,181,NA,NA,NA,NA,NA,75,106,0.7075472,12.23204,5.674629,8.093923,5.227812,NA,NA,"AM"
"2927",0,-0.3,20,20,"variable",FALSE,83,20,1,2,500,2.048,2.04178,512,499.7646,0.9995292,250,250,1,10.474,4.341777,6.69,4.090889,499.7646,450,"AM"
"2928",1,-0.3,20,20,"variable",FALSE,83,20,1,2,512,2.769531,2.655195,709,519.0145,1.0137,244,268,0.9104478,10.7207,4.984724,7.707031,4.595168,519.0145,475,"AM"
"2929",2,-0.3,20,20,"variable",FALSE,83,20,1,2,709,2.002821,1.974568,710,713.0234,1.005675,387,322,1.201863,10.4048,5.201698,8.38787,5.021752,713.0234,615,"AM"
"2930",3,-0.3,20,20,"variable",FALSE,83,20,1,2,710,2.076056,2.081654,737,708.1169,0.9973477,328,382,0.8586387,10.67042,5.390385,8.595775,4.739919,708.1169,620,"AM"
"2931",4,-0.3,20,20,"variable",FALSE,83,20,1,2,737,2.189959,2.135062,807,744.61,1.010326,357,380,0.9394737,11.2578,5.317503,8.394844,5.104626,744.61,660,"AM"
"2932",5,-0.3,20,20,"variable",FALSE,83,20,1,2,807,2.037175,2.149981,822,784.689,0.9723532,394,413,0.9539952,11.14994,5.306821,8.64684,5.139777,784.689,695,"AM"
"2933",6,-0.3,20,20,"variable",FALSE,83,20,1,2,822,1.690998,1.694901,695,819.6984,0.9972,423,399,1.06015,11.85523,5.598392,8.428224,4.951072,819.6984,666,"AM"
"2934",7,-0.3,20,20,"variable",FALSE,83,20,1,2,695,2.089209,2.023731,726,704.6129,1.013831,361,334,1.080838,12.17986,5.746634,8.51223,4.980024,704.6129,613,"AM"
"2935",8,-0.3,20,20,"variable",FALSE,83,20,1,2,726,1.69146,1.80812,614,696.4207,0.9592572,368,358,1.027933,12.59504,5.674497,8.115702,4.897048,696.4207,586,"AM"
"2936",9,-0.3,20,20,"variable",FALSE,83,20,1,2,614,2.084691,1.91125,640,638.5233,1.03994,315,299,1.053512,12.99349,6.045501,8.104235,5.066496,638.5233,541,"AM"
"2937",10,-0.3,20,20,"variable",FALSE,83,20,1,2,640,0.740625,0.6900528,237,702.0238,1.096912,328,312,1.051282,13.07031,5.655171,8.303125,5.082603,702.0238,347,"AM"
"2938",11,-0.3,20,20,"variable",FALSE,83,20,1,2,237,NA,NA,NA,NA,NA,116,121,0.9586777,12.83544,5.718163,8.130802,4.562627,NA,NA,"AM"
"2939",0,-0.3,20,20,"variable",FALSE,84,20,1,2,500,2.404,2.489764,601,491.8687,0.9837374,250,250,1,10.44,4.46029,6.222,3.899118,491.8687,448,"AM"
"2940",1,-0.3,20,20,"variable",FALSE,84,20,1,2,601,2.262895,2.290771,680,596.867,0.9931231,268,333,0.8048048,10.3777,5.205328,7.014975,4.523801,596.867,543,"AM"
"2941",2,-0.3,20,20,"variable",FALSE,84,20,1,2,680,2.164706,2.093598,736,689.5397,1.014029,354,326,1.08589,10.71618,5.512367,7.858824,4.827579,689.5397,604,"AM"
"2942",3,-0.3,20,20,"variable",FALSE,84,20,1,2,736,0.8777174,0.9455708,323,674.3285,0.9162072,342,394,0.8680203,11.35598,5.543978,8.055707,4.793521,674.3285,423,"AM"
"2943",4,-0.3,20,20,"variable",FALSE,84,20,1,2,323,1.789474,1.762994,289,324.5662,1.004849,188,135,1.392593,11.91022,5.468826,7.894737,4.687906,324.5662,263,"AM"
"2944",5,-0.3,20,20,"variable",FALSE,84,20,1,2,289,1.204152,1.232483,174,281.8325,0.975199,143,146,0.9794521,12.50173,5.903815,7.83737,5.03576,281.8325,200,"AM"
"2945",6,-0.3,20,20,"variable",FALSE,84,20,1,2,174,1.643678,1.583284,143,176.734,1.015713,83,91,0.9120879,12.84483,5.36463,8.729885,5.037607,176.734,141,"AM"
"2946",7,-0.3,20,20,"variable",FALSE,84,20,1,2,143,2.055944,2.306707,147,134.0732,0.9375752,74,69,1.072464,12.30769,5.246368,9.426573,5.074778,134.0732,125,"AM"
"2947",8,-0.3,20,20,"variable",FALSE,84,20,1,2,147,1.102041,1.160749,81,138.4906,0.9421128,82,65,1.261538,12.46939,5.357502,8.843537,5.010538,138.4906,97,"AM"
"2948",9,-0.3,20,20,"variable",FALSE,84,20,1,2,81,NA,NA,NA,NA,NA,38,43,0.8837209,13.04938,5.009744,8.814815,5.091933,NA,NA,"AM"
"2949",0,-0.3,20,20,"variable",FALSE,85,20,1,2,500,2.388,2.338132,597,503.5661,1.007132,250,250,1,10.192,4.525937,6.844,3.916931,503.5661,454,"AM"
"2950",1,-0.3,20,20,"variable",FALSE,85,20,1,2,597,2.314908,2.370465,691,590.019,0.9883065,275,322,0.8540373,10.09883,5.08999,7.862647,4.650672,590.019,540,"AM"
"2951",2,-0.3,20,20,"variable",FALSE,85,20,1,2,691,1.782923,1.85136,616,675.3389,0.9773355,333,358,0.9301676,10.52677,5.409634,8.18958,4.633865,675.3389,577,"AM"
"2952",3,-0.3,20,20,"variable",FALSE,85,20,1,2,616,2.136364,2.228529,658,602.8892,0.9787162,315,301,1.046512,10.69481,5.546349,8.644481,4.842418,602.8892,540,"AM"
"2953",4,-0.3,20,20,"variable",FALSE,85,20,1,2,658,2.115502,2.050566,696,666.7286,1.013265,324,334,0.9700599,11.07903,5.646336,8.329787,4.971676,666.7286,581,"AM"
"2954",5,-0.3,20,20,"variable",FALSE,85,20,1,2,696,2.313218,2.402473,805,683.7308,0.9823718,348,348,1,10.80891,5.395386,8.613506,4.991076,683.7308,626,"AM"
"2955",6,-0.3,20,20,"variable",FALSE,85,20,1,2,805,1.945342,1.880093,783,818.0769,1.016245,383,422,0.9075829,11.36646,5.655633,8.627329,4.828424,818.0769,690,"AM"
"2956",7,-0.3,20,20,"variable",FALSE,85,20,1,2,783,1.616858,1.571685,633,795.5093,1.015976,390,393,0.9923664,11.48914,5.585611,8.555556,4.979669,795.5093,633,"AM"
"2957",8,-0.3,20,20,"variable",FALSE,85,20,1,2,633,2.221169,2.299108,703,622.2692,0.9830477,296,337,0.8783383,11.51027,5.439859,8.473934,4.914107,622.2692,562,"AM"
"2958",9,-0.3,20,20,"variable",FALSE,85,20,1,2,703,0.9559033,0.8912151,336,754.3083,1.072985,353,350,1.008571,11.89474,5.452751,8.271693,4.9713,754.3083,433,"AM"
"2959",10,-0.3,20,20,"variable",FALSE,85,20,1,2,336,1.303571,1.310554,219,333.097,0.99136,161,175,0.92,12.17857,5.547431,8.443452,4.882172,333.097,245,"AM"
"2960",11,-0.3,20,20,"variable",FALSE,85,20,1,2,219,NA,NA,NA,NA,NA,111,108,1.027778,12.21461,5.803713,7.83105,4.851345,NA,NA,"AM"
"2961",0,-0.3,20,20,"variable",FALSE,86,20,1,2,500,2.84,2.976353,710,490.9953,0.9819905,250,250,1,10.172,4.409229,6.692,4.174205,490.9953,466,"AM"
"2962",1,-0.3,20,20,"variable",FALSE,86,20,1,2,710,2.357746,2.464221,837,695.8242,0.9800341,354,356,0.994382,10.40563,5.131992,7.584507,4.658194,695.8242,637,"AM"
"2963",2,-0.3,20,20,"variable",FALSE,86,20,1,2,837,1.232975,1.303313,516,798.4356,0.9539255,401,436,0.9197248,10.454,5.293026,8.089606,4.691471,798.4356,582,"AM"
"2964",3,-0.3,20,20,"variable",FALSE,86,20,1,2,516,1.930233,2.033958,498,501.0157,0.9709606,245,271,0.904059,10.38372,5.069617,8.664729,5.088536,501.0157,437,"AM"
"2965",4,-0.3,20,20,"variable",FALSE,86,20,1,2,498,2,1.927565,498,506.166,1.016398,253,245,1.032653,10.82129,5.230905,8.791165,4.807833,506.166,430,"AM"
"2966",5,-0.3,20,20,"variable",FALSE,86,20,1,2,498,1.032129,0.9768329,257,523.2209,1.050644,240,258,0.9302326,11.34337,5.208777,8.941767,4.770658,523.2209,331,"AM"
"2967",6,-0.3,20,20,"variable",FALSE,86,20,1,2,257,1.618677,1.361837,208,283.5608,1.103349,136,121,1.123967,11.57198,4.759414,8.381323,4.952363,283.5608,209,"AM"
"2968",7,-0.3,20,20,"variable",FALSE,86,20,1,2,208,2.144231,2.346247,223,198.352,0.9536155,94,114,0.8245614,11.75962,5.54907,8.1875,5.240905,198.352,180,"AM"
"2969",8,-0.3,20,20,"variable",FALSE,86,20,1,2,223,2.430493,2.354381,271,225.0771,1.009314,100,123,0.8130081,11.98206,5.671935,7.511211,5.066994,225.0771,205,"AM"
"2970",9,-0.3,20,20,"variable",FALSE,86,20,1,2,271,2.221402,2.180429,301,272.3611,1.005023,132,139,0.9496403,12.32841,5.983858,7.889299,5.11522,272.3611,242,"AM"
"2971",10,-0.3,20,20,"variable",FALSE,86,20,1,2,301,1.727575,1.552204,260,318.5611,1.058342,141,160,0.88125,12.37209,5.859558,8.415282,4.969604,318.5611,262,"AM"
"2972",11,-0.3,20,20,"variable",FALSE,86,20,1,2,260,NA,NA,NA,NA,NA,139,121,1.14876,12.43077,5.467261,8.415385,4.991552,NA,NA,"AM"
"2973",0,-0.3,20,20,"variable",FALSE,87,20,1,2,500,2.804,2.875335,701,494.7975,0.989595,250,250,1,10.198,4.445032,6.338,3.860773,494.7975,473,"AM"
"2974",1,-0.3,20,20,"variable",FALSE,87,20,1,2,701,2.159772,2.208722,757,692.8037,0.9883077,368,333,1.105105,10.27817,5.082569,7.342368,4.789547,692.8037,621,"AM"
"2975",2,-0.3,20,20,"variable",FALSE,87,20,1,2,757,2.372523,2.403371,898,752.0356,0.9934421,375,382,0.9816754,10.74901,5.338578,7.824306,4.83889,752.0356,680,"AM"
"2976",3,-0.3,20,20,"variable",FALSE,87,20,1,2,898,2.026726,1.948003,910,914.5405,1.018419,453,445,1.017978,10.98886,5.404475,8.185969,5.019909,914.5405,782,"AM"
"2977",4,-0.3,20,20,"variable",FALSE,87,20,1,2,910,2.136264,2.175031,972,901.4065,0.9905565,436,474,0.9198312,11.46374,5.614916,8.394505,4.907211,901.4065,806,"AM"
"2978",5,-0.3,20,20,"variable",FALSE,87,20,1,2,972,1.936214,1.960912,941,964.6122,0.9923994,498,474,1.050633,11.79218,5.704717,8.627572,4.95013,964.6122,835,"AM"
"2979",6,-0.3,20,20,"variable",FALSE,87,20,1,2,941,2.074389,1.990205,976,958.7933,1.018909,457,484,0.9442149,11.89904,5.64343,8.70457,5.205548,958.7933,818,"AM"
"2980",7,-0.3,20,20,"variable",FALSE,87,20,1,2,976,1.635246,1.671946,798,961.5795,0.9852249,494,482,1.024896,12.10451,5.660782,8.5,4.994972,961.5795,786,"AM"
"2981",8,-0.3,20,20,"variable",FALSE,87,20,1,2,798,2.06015,2.021471,822,804.3596,1.007969,385,413,0.9322034,12.27444,5.635844,8.525063,5.008274,804.3596,693,"AM"
"2982",9,-0.3,20,20,"variable",FALSE,87,20,1,2,822,1.087591,1.044694,447,851.0245,1.03531,417,405,1.02963,12.36375,5.847039,8.260341,5.003566,851.0245,563,"AM"
"2983",10,-0.3,20,20,"variable",FALSE,87,20,1,2,447,1.816555,1.809322,406,446.8785,0.9997283,234,213,1.098592,12.55034,5.690173,8.514541,4.82558,446.8785,385,"AM"
"2984",11,-0.3,20,20,"variable",FALSE,87,20,1,2,406,NA,NA,NA,NA,NA,192,214,0.8971963,13.14286,5.455932,8.300493,4.799007,NA,NA,"AM"
"2985",0,-0.3,20,20,"variable",FALSE,88,20,1,2,500,2.372,2.526669,593,485.8021,0.9716043,250,250,1,10.412,4.227292,6.412,4.038177,485.8021,446,"AM"
"2986",1,-0.3,20,20,"variable",FALSE,88,20,1,2,593,1.976391,2.110928,586,572.2773,0.9650545,292,301,0.9700997,10.29005,4.996301,7.224283,4.512589,572.2773,509,"AM"
"2987",2,-0.3,20,20,"variable",FALSE,88,20,1,2,586,1.825939,1.785035,535,592.1696,1.010528,303,283,1.070671,10.34983,5.093533,8.141638,4.795875,592.1696,494,"AM"
"2988",3,-0.3,20,20,"variable",FALSE,88,20,1,2,535,2.272897,2.228758,608,538.7229,1.006959,261,274,0.9525547,10.38879,5.090038,8.465421,4.939543,538.7229,486,"AM"
"2989",4,-0.3,20,20,"variable",FALSE,88,20,1,2,608,1.963816,2.015163,597,599.0063,0.9852077,305,303,1.006601,10.75,5.610651,8.463816,4.933362,599.0063,515,"AM"
"2990",5,-0.3,20,20,"variable",FALSE,88,20,1,2,597,2.043551,2.20951,610,573.2407,0.9602022,318,279,1.139785,11.05863,5.368462,8.664992,4.995132,573.2407,512,"AM"
"2991",6,-0.3,20,20,"variable",FALSE,88,20,1,2,610,1.934426,1.716547,590,646.6155,1.060025,304,306,0.9934641,11.56885,5.66057,8.460656,4.873027,646.6155,537,"AM"
"2992",7,-0.3,20,20,"variable",FALSE,88,20,1,2,590,2.077966,2.177273,613,575.7951,0.9759238,282,308,0.9155844,12.12373,5.533348,8.486441,5.028846,575.7951,520,"AM"
"2993",8,-0.3,20,20,"variable",FALSE,88,20,1,2,613,1.931485,2.175037,592,574.4612,0.9371308,312,301,1.036545,12.48777,5.550593,8.585644,5.178316,574.4612,516,"AM"
"2994",9,-0.3,20,20,"variable",FALSE,88,20,1,2,592,1.793919,1.686731,531,611.244,1.032507,293,299,0.9799331,12.73986,5.772614,8.157095,4.863342,611.244,492,"AM"
"2995",10,-0.3,20,20,"variable",FALSE,88,20,1,2,531,1.789077,1.778069,475,531.7107,1.001339,280,251,1.115538,12.75141,5.691633,8.060264,4.939649,531.7107,440,"AM"
"2996",11,-0.3,20,20,"variable",FALSE,88,20,1,2,475,NA,NA,NA,NA,NA,234,241,0.9709544,12.92211,5.698863,8.101053,4.544006,NA,NA,"AM"
"2997",0,-0.3,20,20,"variable",FALSE,89,20,1,2,500,2.444,2.263391,611,514.746,1.029492,250,250,1,9.988,4.398927,6.516,3.959432,514.746,453,"AM"
"2998",1,-0.3,20,20,"variable",FALSE,89,20,1,2,611,1.92144,1.905294,587,612.6385,1.002682,288,323,0.8916409,10.08511,5.186296,7.468085,4.519199,612.6385,526,"AM"
"2999",2,-0.3,20,20,"variable",FALSE,89,20,1,2,587,2.061329,2.047427,605,587.9534,1.001624,299,288,1.038194,10.19591,5.310893,8.192504,4.934252,587.9534,508,"AM"
"3000",3,-0.3,20,20,"variable",FALSE,89,20,1,2,605,2.304132,2.175562,697,619.1255,1.023348,298,307,0.970684,10.53223,5.541927,8.335537,4.924746,619.1255,555,"AM"
"3001",4,-0.3,20,20,"variable",FALSE,89,20,1,2,697,1.799139,1.735459,627,709.8534,1.018441,355,342,1.038012,11.02582,5.517675,8.700143,5.179304,709.8534,575,"AM"
"3002",5,-0.3,20,20,"variable",FALSE,89,20,1,2,627,1.948963,1.994196,611,618.6073,0.9866145,319,308,1.035714,11.0303,5.129384,8.732057,5.30311,618.6073,535,"AM"
"3003",6,-0.3,20,20,"variable",FALSE,89,20,1,2,611,2.026187,1.950133,619,621.5268,1.017229,329,282,1.166667,10.91162,5.657901,8.903437,5.092151,621.5268,532,"AM"
"3004",7,-0.3,20,20,"variable",FALSE,89,20,1,2,619,1.130856,1.107444,350,628.7419,1.015738,329,290,1.134483,11.2601,5.57896,9.042003,5.173199,628.7419,419,"AM"
"3005",8,-0.3,20,20,"variable",FALSE,89,20,1,2,350,1.96,1.832206,343,360.9881,1.031395,161,189,0.8518519,11.33143,5.589479,9.06,5.105685,360.9881,300,"AM"
"3006",9,-0.3,20,20,"variable",FALSE,89,20,1,2,343,2.145773,2.083951,368,346.7233,1.010855,161,182,0.8846154,11.67638,5.728527,8.755102,4.874875,346.7233,305,"AM"
"3007",10,-0.3,20,20,"variable",FALSE,89,20,1,2,368,2.130435,2.402559,392,346.2986,0.9410289,182,186,0.9784946,11.85054,5.475927,8.755435,5.020391,346.2986,313,"AM"
"3008",11,-0.3,20,20,"variable",FALSE,89,20,1,2,392,NA,NA,NA,NA,NA,199,193,1.031088,12.07653,5.546756,8.778061,5.195338,NA,NA,"AM"
"3009",0,-0.3,20,20,"variable",FALSE,9,20,1,2,500,2.52,2.374349,630,510.9248,1.02185,250,250,1,10.15,4.37971,6.36,4.095846,510.9248,457,"AM"
"3010",1,-0.3,20,20,"variable",FALSE,9,20,1,2,630,1.196825,1.080435,377,683.8999,1.085555,308,322,0.9565217,10.24762,4.874803,7.592063,4.764428,683.8999,459,"AM"
"3011",2,-0.3,20,20,"variable",FALSE,9,20,1,2,377,1.761273,1.873709,332,362.7177,0.9621158,192,185,1.037838,10.97613,5.830675,7.909814,4.714434,362.7177,308,"AM"
"3012",3,-0.3,20,20,"variable",FALSE,9,20,1,2,332,1.246988,1.262075,207,327.2212,0.985606,159,173,0.9190751,11.41265,6.054752,7.918675,4.85089,327.2212,237,"AM"
"3013",4,-0.3,20,20,"variable",FALSE,9,20,1,2,207,2.231884,2.441114,231,197.7959,0.9555355,105,102,1.029412,11.76329,5.666029,8.676329,4.934185,197.7959,178,"AM"
"3014",5,-0.3,20,20,"variable",FALSE,9,20,1,2,231,0.7272727,0.6774704,84,251.9754,1.090803,112,119,0.9411765,11.97403,5.386716,9.090909,5.139401,251.9754,120,"AM"
"3015",6,-0.3,20,20,"variable",FALSE,9,20,1,2,84,1.761905,1.677567,74,85.17899,1.014036,44,40,1.1,12.32143,5.556199,9.571429,4.977747,85.17899,72,"AM"
"3016",7,-0.3,20,20,"variable",FALSE,9,20,1,2,74,2.432432,2.084413,90,77.75106,1.05069,34,40,0.85,12.39189,5.670925,9.513514,5.399755,77.75106,68,"AM"
"3017",8,-0.3,20,20,"variable",FALSE,9,20,1,2,90,1.555556,1.508115,70,90.48836,1.005426,50,40,1.25,12.51111,5.835275,9.266667,5.55018,90.48836,73,"AM"
"3018",9,-0.3,20,20,"variable",FALSE,9,20,1,2,70,2.114286,2.015735,74,70.61075,1.008725,34,36,0.9444444,13.75714,5.273493,8.957143,4.645196,70.61075,61,"AM"
"3019",10,-0.3,20,20,"variable",FALSE,9,20,1,2,74,1.945946,1.832655,72,75.22275,1.016524,34,40,0.85,13.28378,5.183008,8.945946,4.331762,75.22275,65,"AM"
"3020",11,-0.3,20,20,"variable",FALSE,9,20,1,2,72,NA,NA,NA,NA,NA,37,35,1.057143,13.90278,5.770639,8.361111,4.491951,NA,NA,"AM"
"3021",0,-0.3,20,20,"variable",FALSE,90,20,1,2,500,1.576,1.44311,394,526.923,1.053846,250,250,1,9.86,4.291531,6.672,4.141342,526.923,412,"AM"
"3022",1,-0.3,20,20,"variable",FALSE,90,20,1,2,394,1.878173,1.857894,370,395.2071,1.003064,188,206,0.9126214,10.47208,4.998777,7.728426,4.441288,395.2071,339,"AM"
"3023",2,-0.3,20,20,"variable",FALSE,90,20,1,2,370,1.616216,1.830631,299,340.7894,0.9210525,204,166,1.228916,10.41622,5.359666,8.313514,5.15758,340.7894,286,"AM"
"3024",3,-0.3,20,20,"variable",FALSE,90,20,1,2,299,1.785953,1.90705,267,286.9845,0.9598144,146,153,0.9542484,10.79599,5.227237,8.909699,4.992129,286.9845,244,"AM"
"3025",4,-0.3,20,20,"variable",FALSE,90,20,1,2,267,1.865169,1.861451,249,266.2122,0.9970493,132,135,0.9777778,10.98127,5.236837,8.494382,4.905399,266.2122,223,"AM"
"3026",5,-0.3,20,20,"variable",FALSE,90,20,1,2,249,1.84739,1.831455,230,249.0804,1.000323,142,107,1.327103,10.99197,5.633992,8.895582,5.211373,249.0804,210,"AM"
